,time,frame,n_pp_at_time,n_attentive_pp_at_time,IDs_people,IDs_attention,bb_people,bb_attention,total_pp_appear_uptotime,total_attentive_pp_appear_uptotime
378,0:00:19,475,2,1,"[5, 6]",[6],"[array([ 70, 219, 258, 475]), array([320,   2, 498, 476])]","[array([336,  28,  90,  90])]",4,4
379,0:00:19.040000,476,2,1,"[5, 6]",[6],"[array([ 34, 219, 246, 475]), array([331,   0, 496, 475])]","[array([317,  26, 100,  90])]",4,4
380,0:00:19.080000,477,2,1,"[5, 6]",[6],"[array([ 31, 219, 231, 475]), array([332,   0, 495, 475])]","[array([318,  26, 100,  90])]",4,4
381,0:00:19.120000,478,2,1,"[5, 6]",[6],"[array([ 25, 218, 227, 477]), array([332,   0, 493, 476])]","[array([308,  26, 100,  90])]",4,4
382,0:00:19.160000,479,2,1,"[5, 6]",[6],"[array([ 25, 217, 218, 477]), array([317,   2, 490, 475])]","[array([303,  28, 100,  90])]",4,4
383,0:00:19.200000,480,2,1,"[5, 6]",[6],"[array([ 28, 215, 210, 477]), array([315,   5, 482, 475])]","[array([301,  22, 100,  89])]",4,4
384,0:00:19.240000,481,2,1,"[5, 6]",[6],"[array([ 28, 213, 202, 478]), array([278,   7, 483, 475])]","[array([298,  15, 107, 108])]",4,4
385,0:00:19.280000,482,2,1,"[5, 6]",[6],"[array([ 17, 212, 199, 478]), array([201,   5, 485, 478])]","[array([292,  13, 108, 108])]",4,4
386,0:00:19.320000,483,2,1,"[5, 6]",[6],"[array([ 15, 211, 192, 479]), array([183,   5, 471, 479])]","[array([299,  22,  89,  89])]",4,4
387,0:00:19.360000,484,2,0,"[5, 6]",,"[array([ 14, 213, 189, 478]), array([170,   7, 465, 479])]",,4,4
388,0:00:19.400000,485,2,0,"[5, 6]",,"[array([  5, 213, 186, 477]), array([169,   7, 459, 479])]",,4,4
389,0:00:19.440000,486,2,0,"[5, 6]",,"[array([  6, 214, 180, 476]), array([182,   4, 448, 479])]",,4,4
390,0:00:19.480000,487,2,0,"[5, 6]",,"[array([  5, 214, 174, 475]), array([182,   2, 444, 478])]",,4,4
391,0:00:19.520000,488,2,0,"[5, 6]",,"[array([  4, 214, 165, 475]), array([201,   0, 433, 477])]",,4,4
392,0:00:19.560000,489,2,0,"[5, 6]",,"[array([  0, 216, 161, 475]), array([204,   2, 429, 475])]",,4,4
393,0:00:19.600000,490,2,0,"[5, 6]",,"[array([  0, 222, 156, 473]), array([219,   2, 424, 473])]",,4,4
394,0:00:19.640000,491,2,1,"[5, 6]",[6],"[array([  0, 221, 152, 474]), array([218,   1, 421, 474])]","[array([226,   9, 107, 108])]",4,4
395,0:00:19.680000,492,2,0,"[5, 6]",,"[array([  0, 222, 155, 475]), array([217,   1, 414, 477])]",,4,4
396,0:00:19.720000,493,2,0,"[5, 6]",,"[array([  3, 222, 132, 477]), array([216,   0, 412, 478])]",,4,4
397,0:00:19.760000,494,2,0,"[5, 6]",,"[array([  0, 221, 122, 476]), array([207,   0, 410, 476])]",,4,4
398,0:00:19.800000,495,2,0,"[5, 6]",,"[array([  2, 224, 103, 476]), array([206,   4, 408, 472])]",,4,4
399,0:00:19.840000,496,2,0,"[5, 6]",,"[array([  0, 225,  94, 476]), array([203,   8, 406, 471])]",,4,4
400,0:00:19.880000,497,1,0,[6],,"[array([200,  10, 401, 472])]",,4,4
401,0:00:19.920000,498,1,0,[6],,"[array([188,   3, 398, 474])]",,4,4
402,0:00:19.960000,499,1,1,[6],[6],"[array([182,   1, 393, 478])]","[array([166,  21, 119, 108])]",4,4
403,0:00:20,500,1,1,[6],[6],"[array([180,   2, 382, 479])]","[array([186,  28,  90,  90])]",4,4
404,0:00:20.040000,501,1,1,[6],[6],"[array([176,   5, 379, 478])]","[array([182,  31,  90,  90])]",4,4
405,0:00:20.080000,502,1,1,[6],[6],"[array([179,   8, 365, 476])]","[array([165,  34, 100,  90])]",4,4
406,0:00:20.120000,503,1,0,[6],,"[array([173,  11, 358, 476])]",,4,4
407,0:00:20.160000,504,1,1,[6],[6],"[array([168,  11, 350, 478])]","[array([154,  37, 100,  90])]",4,4
408,0:00:20.200000,505,1,0,[6],,"[array([165,  11, 348, 479])]",,4,4
409,0:00:20.240000,506,1,1,[6],[6],"[array([162,   9, 340, 479])]","[array([168,  35,  90,  90])]",4,4
410,0:00:20.280000,507,1,1,[6],[6],"[array([158,   7, 337, 479])]","[array([164,  33,  90,  90])]",4,4
411,0:00:20.320000,508,1,1,[6],[6],"[array([161,   8, 329, 479])]","[array([147,  34, 100,  90])]",4,4
412,0:00:20.360000,509,1,1,[6],[6],"[array([158,   9, 323, 479])]","[array([144,  35, 100,  90])]",4,4
413,0:00:20.400000,510,1,0,[6],,"[array([147,  11, 318, 479])]",,4,4
414,0:00:20.440000,511,1,0,[6],,"[array([129,  14, 315, 476])]",,4,4
415,0:00:20.480000,512,1,0,[6],,"[array([120,  15, 309, 475])]",,4,4
416,0:00:20.520000,513,1,0,[6],,"[array([103,  14, 310, 475])]",,4,4
417,0:00:20.560000,514,1,0,[6],,"[array([103,  16, 301, 474])]",,4,4
418,0:00:20.600000,515,1,0,[6],,"[array([ 96,  18, 296, 473])]",,4,4
419,0:00:20.640000,516,1,1,[6],[6],"[array([ 96,  19, 288, 474])]","[array([112,  36,  90,  89])]",4,4
420,0:00:20.680000,517,1,0,[6],,"[array([ 92,  22, 285, 475])]",,4,4
421,0:00:20.720000,518,1,0,[6],,"[array([ 95,  22, 280, 475])]",,4,4
422,0:00:20.760000,519,1,0,[6],,"[array([ 78,  23, 280, 475])]",,4,4
423,0:00:20.800000,520,1,1,[6],[6],"[array([ 69,  23, 274, 475])]","[array([75, 40, 90, 89])]",4,4
424,0:00:20.840000,521,1,1,[6],[6],"[array([ 60,  24, 268, 474])]","[array([66, 41, 90, 89])]",4,4
425,0:00:20.880000,522,1,0,[6],,"[array([ 49,  23, 263, 472])]",,4,4
426,0:00:20.920000,523,1,0,[6],,"[array([ 51,  22, 253, 470])]",,4,4
427,0:00:20.960000,524,1,0,[6],,"[array([ 43,  20, 250, 474])]",,4,4
428,0:00:21,525,1,0,[6],,"[array([ 30,  20, 239, 475])]",,4,4
429,0:00:21.040000,526,1,0,[6],,"[array([ 29,  18, 222, 474])]",,4,4
430,0:00:21.080000,527,1,0,[6],,"[array([  7,  15, 219, 476])]",,4,4
431,0:00:21.120000,528,1,0,[6],,"[array([  6,  15, 189, 476])]",,4,4
432,0:00:21.160000,529,1,0,[6],,"[array([  2,  15, 175, 478])]",,4,4
433,0:00:21.200000,530,1,0,[6],,"[array([  0,  13, 171, 478])]",,4,4
434,0:00:21.240000,531,1,0,[6],,"[array([  0,  13, 163, 478])]",,4,4
435,0:00:21.280000,532,1,0,[6],,"[array([  0,  12, 154, 478])]",,4,4
